Year,Player,Pos,HT,WT,Team,Birth City,Draft Status,Nationality
2021,Mike Tuck,GF,6-7,230,Sheffield Sharks,Toronto,"2008 NBA Draft, Undrafted",Canada
2021,Denzel Ubiaro,SF,6-2,187,Plymouth University Raiders,London,"2019 NBA Draft, Undrafted",England
2021,David Ulph,PF,6-7,216,Manchester Giants,Widnes,"2015 NBA Draft, Undrafted",England
2021,Julius Van Sauers,FC,6-8,210,Caledonia Gladiators,Amsterdam,"2020 NBA Draft, Undrafted",Netherlands
2021,Isaiah Walker,G,6-5,-,Plymouth University Raiders,N/A,"2021 NBA Draft, Undrafted",Wales
2021,Maurice Walker,PF,6-10,255,Leicester Riders,Scarborough,"2015 NBA Draft, Undrafted",Canada
2021,Shane Walker,FC,6-10,211,London Lions,Northampton,"2012 NBA Draft, Undrafted",England
2021,Evan Walshe,GF,6-4,200,Surrey Scorchers,Tring,"2020 NBA Draft, Undrafted",England
2021,Dean Wanliss,F,6-5,242,Surrey Scorchers,N/A,"2011 NBA Draft, Undrafted",England
2021,Josh Ward-Hibbert,F,6-4,190,London Lions,Nottingham,"2016 NBA Draft, Undrafted",England
2021,Kevin Ware,G,6-4,170,London Lions,Conyers (GA),"2016 NBA Draft, Undrafted",United States
2021,Conner Washington,G,6-1,178,Leicester Riders,Elstow,"2014 NBA Draft, Undrafted",England
2021,Louis Weaver,GF,6-2,-,Bristol Flyers,N/A,"2021 NBA Draft, Undrafted",England
2021,Jordan Whelan,G,6-4,198,Manchester Giants,Manchester,"2016 NBA Draft, Undrafted",England
2021,Skyler White,F,6-7,220,Surrey Scorchers,Clyde Hill (WA),"2018 NBA Draft, Undrafted",United States
2021,Josh Wilcher,PG,5-10,187,Bristol Flyers,Notting Hill,"2012 NBA Draft, Undrafted",Australia
2021,Greg Wild,G,6-1,190,Leicester Riders,Manchester,2024 NBA Draft Eligible,England
2021,Henry Wilkins,SG,6-5,190,Worcester Wolves,N/A,"2012 NBA Draft, Undrafted",England
2021,Dirk Williams,SG,6-5,180,London Lions,Homewood (AL),"2017 NBA Draft, Undrafted",United States
2021,Jordan Kevin Williams,F,6-8,240,Worcester Wolves,London,"2017 NBA Draft, Undrafted",England
2021,Matthew Williamson,SG,6-3,165,Worcester Wolves,Worcester,"2021 NBA Draft, Undrafted",England
2021,Finley Woodward,F,6-7,215,Bristol Flyers,Bristol,2026 NBA Draft Eligible,EnglandScotland
2021,TrayVonn Wright,F,6-7,180,Surrey Scorchers,Waterloo (IA),"2014 NBA Draft, Undrafted",United States
2021,Themba Yabantu,G,5-10,-,Newcastle Eagles,N/A,"2021 NBA Draft, Undrafted",England
2022,Jubril Adekoya,F,6-7,230,Leicester Riders,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States
2022,Deji Adekunle,FC,6-10,230,Plymouth City Patriots,London,"2016 NBA Draft, Undrafted",England
2022,Toby Ainger,G,6-2,-,Plymouth City Patriots,London,"2022 NBA Draft, Undrafted",England
2022,Michael Amako,GF,6-6,-,London Lions,London,2027 NBA Draft Eligible,England
2022,Aaron Anderson,G,5-10,155,Sheffield Sharks,Brooklyn Park (MN),"2014 NBA Draft, Undrafted",United States
2022,Jamell Anderson,F,6-7,214,Manchester Giants,Nottingham,"2012 NBA Draft, Undrafted",England
2022,Tyrik Armstrong,G,5-10,170,Manchester Giants,Houston (TX),"2020 NBA Draft, Undrafted",United States
2022,Geno Artison,F,6-9,205,Manchester Giants,Seattle (WA),"2019 NBA Draft, Undrafted",United States
2022,Peter Asante,G,6-0,-,London Lions,N/A,"2022 NBA Draft, Undrafted",England
2022,Stephen Asante,G,6-1,-,London Lions,N/A,"2022 NBA Draft, Undrafted",England
2022,Larry Austin,SG,6-2,182,Cheshire Phoenix,Springfield (IL),"2019 NBA Draft, Undrafted",United States
2022,Radwan Bakkali,FC,6-11,250,Cheshire Phoenix,London,"2019 NBA Draft, Undrafted",England
2022,Oscar Baldwin,F,6-10,200,Sheffield Sharks,Grindleford,"2021 NBA Draft, Undrafted",England
2022,Tyrell Bellot-Green,SG,6-7,215,Caledonia Gladiators,Toronto,"2017 NBA Draft, Undrafted",Canada
2022,Joe Bielak,F,6-5,-,Leicester Riders,N/A,"2022 NBA Draft, Undrafted",England
2022,Levi Bradley,SF,6-7,210,Cheshire Phoenix,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States
2022,Jonny Bunyan,PG,6-0,180,Caledonia Gladiators,Falkirk,"2014 NBA Draft, Undrafted",Scotland
2022,Kyle Carey,GF,6-6,190,Cheshire Phoenix,London,"2019 NBA Draft, Undrafted",England
2022,Liam Carpenter,SG,6-5,188,Plymouth City Patriots,Chatham,"2018 NBA Draft, Undrafted",England
2022,Lucien Christofis,PG,6-2,-,Sheffield Sharks,N/A,"2018 NBA Draft, Undrafted",England
2022,Dan Clark,FC,6-10,210,Manchester Giants,Greenwich,"2010 NBA Draft, Undrafted",England
2022,Eddy Colley,G,6-5,-,London Lions,N/A,2025 NBA Draft Eligible,England
2022,Geno Crandall,G,6-4,185,Leicester Riders,Minneapolis (MN),"2019 NBA Draft, Undrafted",United States
2022,Lorenzo Cugini,F,6-7,225,London Lions,Stow (OH),"2016 NBA Draft, Undrafted",United States
2022,Jules Dang Akodo,PG,6-2,190,Cheshire Phoenix,Yaounde,"2018 NBA Draft, Undrafted",CameroonEngland
2022,Stanley Davis,G,6-5,198,Surrey Scorchers,Chester (PA),"2020 NBA Draft, Undrafted",United States
2022,Darrius Defoe,PF,6-9,220,Newcastle Eagles,London,"2006 NBA Draft, Undrafted",DominicaEngland
2022,Malcolm Delpeche,C,6-8,215,Bristol Flyers,Wilmington (DE),"2017 NBA Draft, Undrafted",United States
2022,Marcus Delpeche,F,6-7,215,Sheffield Sharks,Wilmington (DE),"2017 NBA Draft, Undrafted",United States
2022,Noah Dickerson,PF,6-8,245,Cheshire Phoenix,Atlanta (GA),"2019 NBA Draft, Undrafted",United States
2022,Elvisi Dusha,G,6-2,184,Plymouth City Patriots,London,"2016 NBA Draft, Undrafted",EnglandAlbania
2022,Marcus Evans,PG,6-2,190,Bristol Flyers,Virginia Beach (VA),"2020 NBA Draft, Undrafted",United States
2022,Daniel Fawell-Molloy,F,6-4,180,Plymouth City Patriots,N/A,"2023 NBA Draft, Undrafted",England
2022,Rahmon Fletcher,PG,5-10,165,Newcastle Eagles,Kansas City (MO),"2011 NBA Draft, Undrafted",United States
2022,Ali Fraser,F,6-7,235,Caledonia Gladiators,Falkirk,"2014 NBA Draft, Undrafted",Scotland
2022,Ryan Ganniclefft,PG,6-6,-,Surrey Scorchers,N/A,2025 NBA Draft Eligible,England
2022,Robert Gilchrist,F,6-9,220,Surrey Scorchers,London,"2014 NBA Draft, Undrafted",England
2022,Rodney Glasgow,PG,5-10,170,Sheffield Sharks,Olney (MD),"2014 NBA Draft, Undrafted",United States
2022,Justin Gordon,F,6-6,205,Newcastle Eagles,Charlotte (NC),"2016 NBA Draft, Undrafted",United States
2022,Robbie Graham,G,5-11,187,Cheshire Phoenix,N/A,2024 NBA Draft Eligible,Ireland
2022,Rowell Graham,SF,6-6,214,Plymouth City Patriots,London,"2016 NBA Draft, Undrafted",England
2022,Lamar Hamrick,G,6-4,190,Surrey Scorchers,New Castle (DE),"2020 NBA Draft, Undrafted",United States
2022,Ceejay Hanson,G,6-4,-,Leicester Riders,N/A,2025 NBA Draft Eligible,England
2022,Ty Harley,F,6-5,180,Bristol Flyers,Far Rockaway (NY),"2018 NBA Draft, Undrafted",United States
2022,Jordan Harris,SG,6-4,190,Caledonia Gladiators,Donalsonville (GA),"2020 NBA Draft, Undrafted",United States
2022,Jase Harrison,G,6-3,187,London Lions,Palmdale (CA),"2019 NBA Draft, Undrafted",United States
2022,Joseph Hart,SF,6-5,205,Plymouth City Patriots,Southend-on-Sea,"2015 NBA Draft, Undrafted",England
2022,Rashad Hassan,F,6-7,215,Plymouth City Patriots,Riverdale (GA),"2013 NBA Draft, Undrafted",United States
2022,Justin Hedley,G,6-3,198,Leicester Riders,Munich,"2018 NBA Draft, Undrafted",Germany
2022,Murray Hendry,PF,6-8,-,Caledonia Gladiators,N/A,"2017 NBA Draft, Undrafted",Scotland
2022,Jaycee Hillsman,SF,6-6,213,Caledonia Gladiators,Chicago (IL),"2020 NBA Draft, Undrafted",United States
2022,Jack Hudson,PG,6-2,194,Manchester Giants,Liverpool,"2015 NBA Draft, Undrafted",England
2022,Boban Jacdonmi,C,6-9,250,Caledonia Gladiators,London,"2020 NBA Draft, Undrafted",England
2022,Zach Jackson,G,6-5,185,Leicester Riders,Wichita (KS),"2019 NBA Draft, Undrafted",United States
2022,Trejon Jacob,G,6-5,175,Bristol Flyers,Raleigh (NC),"2020 NBA Draft, Undrafted",United States
2022,Saiquan Jamison,F,6-8,230,Surrey Scorchers,Upper Marlboro (MD),"2020 NBA Draft, Undrafted",United States
2022,Antwain Johnson,PG,6-2,197,Sheffield Sharks,Malone (FL),"2020 NBA Draft, Undrafted",United States
2022,Corey Johnson,SG,6-5,200,Newcastle Eagles,Ottawa,"2019 NBA Draft, Undrafted",Canada
2022,Jordan Johnson,PG,5-11,175,Caledonia Gladiators,Waukegan (IL),"2018 NBA Draft, Undrafted",United States
2022,Vance Johnson,F,6-8,230,Caledonia Gladiators,Calumet City (IL),"2019 NBA Draft, Undrafted",United States
2022,Daniel Johnson-Thompson,F,6-8,-,Newcastle Eagles,N/A,"2020 NBA Draft, Undrafted",England
2022,Callum Jones,SG,6-4,200,Manchester Giants,Manchester,"2010 NBA Draft, Undrafted",England
2022,Louie Jordan,F,6-9,215,Leicester Riders,Leicester,2026 NBA Draft Eligible,England
2022,Kofi Josephs,G,6-6,185,Plymouth City Patriots,Birmingham,"2016 NBA Draft, Undrafted",England
2022,Bradley Kaboza,F,6-2,194,London Lions,London,"2023 NBA Draft, Undrafted",England
2022,Sauver Kande,F,6-4,185,Newcastle Eagles,London,2024 NBA Draft Eligible,England
2022,Kylor Kelley,C,7-0,215,London Lions,Gervais (OR),"2020 NBA Draft, Undrafted",United States
2022,Cam King,F,6-8,200,Plymouth City Patriots,London,"2020 NBA Draft, Undrafted",England
2022,Bennett Koch,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States
2022,Pasquale Landolfi,F,6-4,194,Bristol Flyers,Dorchester,"2023 NBA Draft, Undrafted",England
2022,Liam Langridge-Baker,F,6-5,-,Plymouth City Patriots,N/A,"2021 NBA Draft, Undrafted",England
2022,Andrew Lawrence,PG,6-1,192,Surrey Scorchers,London,"2013 NBA Draft, Undrafted",England
2022,William Lee,F,6-9,206,Leicester Riders,Plantersville (AL),"2018 NBA Draft, Undrafted",United States
2022,Francois Lewis,SF,6-9,225,Manchester Giants,Orlando (FL),"2019 NBA Draft, Undrafted",United States
2022,Haydn Ling,C,6-10,-,London Lions,N/A,2024 NBA Draft Eligible,England
2022,Andre Lockhart,PG,6-0,190,London Lions,Holetown,"2008 NBA Draft, Undrafted",BarbadosEngland
2022,Marc Loving,F,6-8,220,Leicester Riders,Toledo (OH),"2017 NBA Draft, Undrafted",United States
2022,Kimbal Mackenzie,PG,6-1,195,Leicester Riders,Oakville,"2019 NBA Draft, Undrafted",CanadaEngland
2022,Aurimas Majauskas,F,6-8,228,London Lions,Marijampole,"2017 NBA Draft, Undrafted",Lithuania
2022,Fraser Malcolm,PF,6-6,215,Caledonia Gladiators,Falkirk,"2019 NBA Draft, Undrafted",Scotland
2022,Sam Mamuini,G,6-0,198,Newcastle Eagles,Newcastle,2024 NBA Draft Eligible,England
2022,Ryan Martin,F,6-9,225,London Lions,London,"2016 NBA Draft, Undrafted",England
2022,Martaveous McKnight,G,6-3,190,Manchester Giants,Walls (MS),"2019 NBA Draft, Undrafted",United States
2022,Martelle McLemore,GF,6-5,205,Surrey Scorchers,Detroit (MI),"2010 NBA Draft, Undrafted",United States
2022,Josh McSwiggan,SF,6-7,220,Cheshire Phoenix,Loughborough,"2020 NBA Draft, Undrafted",EnglandIreland
2022,Callum Mculloch,F,6-8,-,Bristol Flyers,N/A,"2021 NBA Draft, Undrafted",England
2022,Michael Miller,G,6-4,195,Bristol Flyers,Michigan City (IN),"2019 NBA Draft, Undrafted",United States
2022,Elijah Minnie,F,6-9,200,Caledonia Gladiators,Monessen (PA),"2019 NBA Draft, Undrafted",United States
2022,Ben Mockford,SG,6-2,170,Cheshire Phoenix,Shoreham-by-Sea,"2014 NBA Draft, Undrafted",EnglandUnited States
2022,Nathaniel Montgomery,G,5-10,154,Sheffield Sharks,Sheffield,"2021 NBA Draft, Undrafted",England
2022,Karim Mouliom,F,6-5,200,Cheshire Phoenix,Paris,"2019 NBA Draft, Undrafted",France
2022,Gareth Murray,F,6-6,210,Caledonia Gladiators,Arbroath,"2006 NBA Draft, Undrafted",Scotland
2022,Joe Mvuezolo,GF,6-6,180,Sheffield Sharks,London,"2018 NBA Draft, Undrafted",England
2022,Jeremy Nanton-Hamel,C,6-9,-,Surrey Scorchers,N/A,"2020 NBA Draft, Undrafted",England
2022,Victor Ndoukou,F,6-8,235,Leicester Riders,Wigan,2025 NBA Draft Eligible,England
2022,Will Neighbour,FC,6-10,225,London Lions,Grayshott,"2014 NBA Draft, Undrafted",England
2022,Darien Nelson-Henry,C,6-11,265,Leicester Riders,Kirkland (WA),"2016 NBA Draft, Undrafted",United States
2022,Kipper Nichols,F,6-6,220,Sheffield Sharks,Lakewood (OH),"2020 NBA Draft, Undrafted",United States
2022,Jake Notice,PG,6-0,-,Bristol Flyers,N/A,"2015 NBA Draft, Undrafted",England
2022,Kingsley Nwagboso,C,7-0,230,Manchester Giants,Bolton,"2019 NBA Draft, Undrafted",England
2022,Michael Ochereobia,C,6-8,260,Cheshire Phoenix,Hackney,"2014 NBA Draft, Undrafted",England
2022,Tayo Ogedegebe,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England
2022,Teddy Okereafor,G,6-4,200,Cheshire Phoenix,London,"2016 NBA Draft, Undrafted",England
2022,Tola Okiki,G,6-2,-,Surrey Scorchers,N/A,"2020 NBA Draft, Undrafted",England
2022,Kingsley Okoroh,C,7-1,267,Plymouth City Patriots,Watford,"2018 NBA Draft, Undrafted",England
2022,Brandon Peel,F,6-7,200,Newcastle Eagles,Forestville (MD),"2016 NBA Draft, Undrafted",United States
2022,"Wesley Person, Jr.",G,6-3,190,Newcastle Eagles,Brantley (AL),"2018 NBA Draft, Undrafted",United States
2022,Caylin Raftopoulos,G,5-8,-,Surrey Scorchers,London,"2014 NBA Draft, Undrafted",England
2022,Jordan Ratinho,PG,6-5,210,Sheffield Sharks,Concord (CA),"2020 NBA Draft, Undrafted",United States
2022,Isaiah Reese,F,6-5,185,London Lions,Miami (FL),"2019 NBA Draft, Undrafted",United States
2022,Adam Riabi,GF,6-6,185,Surrey Scorchers,Portsmouth (NH),"2022 NBA Draft, Undrafted",United States
2022,Desmond Ringer,FC,6-9,255,Surrey Scorchers,McDonough (GA),"2018 NBA Draft, Undrafted",United States
2022,Legend Robertin,C,7-1,280,Surrey Scorchers,London,"2018 NBA Draft, Undrafted",England
2022,Justin Robinson,SG,6-2,190,London Lions,London,"2011 NBA Draft, Undrafted",England
2022,Josh Rogers,F,6-8,225,Bristol Flyers,Bristol,"2016 NBA Draft, Undrafted",England
2022,Solomon Rolls-Tyson,PF,6-8,200,Surrey Scorchers,Birmingham,"2017 NBA Draft, Undrafted",England
2022,DeVaughn Rucker,F,6-5,200,Bristol Flyers,Florissant (MO),"2020 NBA Draft, Undrafted",United States
2022,Corey Samuels,G,6-1,165,Bristol Flyers,Bristol,"2022 NBA Draft, Undrafted",England
2022,Will Saunders,F,6-7,190,Manchester Giants,Greensboro (NC),"2015 NBA Draft, Undrafted",United StatesEngland
2022,Louis Sayers,SF,6-7,212,Newcastle Eagles,Peterborough,"2014 NBA Draft, Undrafted",England
2022,Joe Sheeran,GF,6-6,-,Newcastle Eagles,Newcastle,2027 NBA Draft Eligible,England
2022,Duke Shelton,F,6-8,215,Newcastle Eagles,Ocala (FL),"2018 NBA Draft, Undrafted",United States
2022,Shawn Shelton,F,6-7,200,Plymouth City Patriots,Bloomfield (CT),"2018 NBA Draft, Undrafted",United States
2022,Zachary Simmons,F,6-10,235,Bristol Flyers,Abilene (TX),"2022 NBA Draft, Undrafted",United States
2022,Troy Simons,G,6-3,195,Plymouth City Patriots,Pittsburgh (PA),"2020 NBA Draft, Undrafted",United States
2022,Jason Soodeen,G,6-3,-,Bristol Flyers,N/A,2026 NBA Draft Eligible,England
2022,Jordan Spencer,G,6-2,180,London Lions,London,"2018 NBA Draft, Undrafted",England
2022,Joshua Steel,G,6-4,180,Manchester Giants,Harlow,"2017 NBA Draft, Undrafted",England
2022,Rhys Sundimalt,G,6-3,-,London Lions,N/A,"2021 NBA Draft, Undrafted",England
2022,Christopher Tawiah,C,6-10,235,London Lions,Milton Keynes,"2016 NBA Draft, Undrafted",England
2022,Brandon Tchouya,F,6-6,-,London Lions,London,2026 NBA Draft Eligible,England
2022,Marquis Teague,PG,6-2,180,London Lions,Indianapolis (IN),2012 Rnd 1 Pick 29,United States
2022,Devin Thomas,F,6-8,220,Surrey Scorchers,Richmond (IN),"2019 NBA Draft, Undrafted",United States
2022,Raphell Thomas-Edwards,F,6-6,245,Bristol Flyers,Leicester,"2015 NBA Draft, Undrafted",England
2022,Mike Tuck,GF,6-7,230,Sheffield Sharks,Toronto,"2008 NBA Draft, Undrafted",Canada
2022,Denzel Ubiaro,SF,6-2,187,Plymouth City Patriots,London,"2019 NBA Draft, Undrafted",England
2022,David Ulph,PF,6-7,216,Manchester Giants,Widnes,"2015 NBA Draft, Undrafted",England
2022,Terrell Vinson,GF,6-7,220,Newcastle Eagles,Baltimore (MD),"2013 NBA Draft, Undrafted",United States
2022,Isaiah Walker,G,6-5,-,Plymouth City Patriots,N/A,"2021 NBA Draft, Undrafted",Wales
2022,Maurice Walker,PF,6-10,255,Leicester Riders,Scarborough,"2015 NBA Draft, Undrafted",Canada
2022,Shane Walker,FC,6-10,211,Bristol Flyers,Northampton,"2012 NBA Draft, Undrafted",England
2022,Devante Wallace,G,6-5,185,Sheffield Sharks,Baltimore (MD),"2015 NBA Draft, Undrafted",United States
2022,Evan Walshe,GF,6-4,200,Leicester Riders,Tring,"2020 NBA Draft, Undrafted",England
2022,Dean Wanliss,F,6-5,242,Surrey Scorchers,N/A,"2011 NBA Draft, Undrafted",England
2022,Josh Ward-Hibbert,F,6-4,190,London Lions,Nottingham,"2016 NBA Draft, Undrafted",England
2022,Julian Washburn,SG,6-8,210,London Lions,Duncanville (TX),"2015 NBA Draft, Undrafted",United States
2022,Conner Washington,G,6-1,178,Leicester Riders,Elstow,"2014 NBA Draft, Undrafted",England
2022,Zamoku Welche-Ume,F,6-8,22,London Lions,London,2027 NBA Draft Eligible,England
2022,Jordan Whelan,G,6-4,198,Manchester Giants,Manchester,"2016 NBA Draft, Undrafted",England
2022,Patrick Whelan,SG,6-5,205,Leicester Riders,Warrington,"2018 NBA Draft, Undrafted",England
2022,Greg Wild,G,6-1,190,Leicester Riders,Manchester,2024 NBA Draft Eligible,England
2022,Henry Wilkins,SG,6-5,190,Surrey Scorchers,N/A,"2012 NBA Draft, Undrafted",England
2022,Antonio Williams,G,6-0,185,Plymouth City Patriots,Chicago (IL),"2020 NBA Draft, Undrafted",United States
2022,Dirk Williams,SG,6-5,180,London Lions,Homewood (AL),"2017 NBA Draft, Undrafted",United States
2022,Jonathan Williams,G,6-3,200,Sheffield Sharks,Southfield (MI),"2017 NBA Draft, Undrafted",United StatesPoland
2022,Jordan Kevin Williams,F,6-8,240,London Lions,London,"2017 NBA Draft, Undrafted",England
2022,Kyle Williams,G,6-4,185,Newcastle Eagles,Bronx (NY),"2018 NBA Draft, Undrafted",United States
2022,Matthew Williamson,SG,6-3,165,Cheshire Phoenix,Worcester,"2021 NBA Draft, Undrafted",England
2022,Benjamin Woog,C,6-7,227,Leicester Riders,Haverfordwest,2025 NBA Draft Eligible,Wales
2022,Namon Wright,G,6-5,205,Cheshire Phoenix,Los Angeles (CA),"2019 NBA Draft, Undrafted",United States
2022,Themba Yabantu,G,5-10,-,Newcastle Eagles,N/A,"2021 NBA Draft, Undrafted",England
2023,Darian Adams,SG,6-3,200,Caledonia Gladiators,Montgomery (AL),"2022 NBA Draft, Undrafted",United States
2023,Jubril Adekoya,F,6-7,230,Leicester Riders,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States
2023,Ayo Agolegbe,PG,6-4,190,Surrey Scorchers,N/A,2024 NBA Draft Eligible,England
2023,Fahro Alihodzic,FC,6-10,240,Caledonia Gladiators,Vlasenica,"2014 NBA Draft, Undrafted",Bosnia and HerzegovinaEngland
2023,Jamell Anderson,F,6-7,214,Cheshire Phoenix,Nottingham,"2012 NBA Draft, Undrafted",England
2023,Amorie Archibald,G,6-3,185,Cheshire Phoenix,Deltona (FL),"2022 NBA Draft, Undrafted",United States
2023,Branden Aughburns,PF,6-9,235,Newcastle Eagles,Queens (NY),"2020 NBA Draft, Undrafted",United States
2023,Larry Austin,SG,6-2,182,Cheshire Phoenix,Springfield (IL),"2019 NBA Draft, Undrafted",United States
2023,Jeremiah Bailey,F,6-6,220,Caledonia Gladiators,Fairbanks (AK),"2022 NBA Draft, Undrafted",United States
2023,Radwan Bakkali,FC,6-11,250,Surrey Scorchers,London,"2019 NBA Draft, Undrafted",England
2023,Oscar Baldwin,F,6-10,200,Caledonia Gladiators,Grindleford,"2021 NBA Draft, Undrafted",England
2023,Devonte Bandoo,G,6-3,195,Leicester Riders,Brampton,"2020 NBA Draft, Undrafted",Canada
2023,Channel Banks,G,6-4,186,Sheffield Sharks,Las Vegas (NV),"2020 NBA Draft, Undrafted",United States
2023,Thomas Bell III,F,6-6,190,Bristol Flyers,Cahokia (IL),"2022 NBA Draft, Undrafted",United States
2023,Markedric Bell,F,6-7,200,Plymouth City Patriots,Starkville (MS),"2022 NBA Draft, Undrafted",United States
2023,Aaron Best,G,6-4,184,London Lions,Scarborough,"2014 NBA Draft, Undrafted",Canada
2023,Ralph Bissainthe,GF,6-7,205,Plymouth City Patriots,North Miami (FL),"2023 NBA Draft, Undrafted",United States
2023,Blake Bowman,F,6-5,194,Leicester Riders,Derby,"2023 NBA Draft, Undrafted",England
2023,Isa Brandon,G,6-4,195,Plymouth City Patriots,Leicester,"2019 NBA Draft, Undrafted",England
2023,"Travon Broadway, Jr.",F,6-5,182,Newcastle Eagles,Miami (FL),"2022 NBA Draft, Undrafted",United States
2023,Jonny Bunyan,PG,6-0,180,Caledonia Gladiators,Falkirk,"2014 NBA Draft, Undrafted",Scotland
2023,Jordan Burns,PG,6-0,175,Caledonia Gladiators,San Antonio (TX),"2021 NBA Draft, Undrafted",United States
2023,Luke Busumbru,G,6-3,214,Surrey Scorchers,N/A,"2019 NBA Draft, Undrafted",GhanaEngland
2023,Kyle Carey,GF,6-6,190,Surrey Scorchers,London,"2019 NBA Draft, Undrafted",England
2023,David Cohn,G,6-2,168,Newcastle Eagles,Elmhurst (IL),"2018 NBA Draft, Undrafted",United States
2023,Jules Dang Akodo,PG,6-2,190,Plymouth City Patriots,Yaounde,"2018 NBA Draft, Undrafted",CameroonEngland
2023,Jawaun Daniels,F,6-7,190,Plymouth City Patriots,Brooklyn (NY),"2023 NBA Draft, Undrafted",United States
2023,Lloyd Daniels,F,6-4,198,Cheshire Phoenix,Colts Neck (NJ),"2022 NBA Draft, Undrafted",United States
2023,Darrius Defoe,PF,6-9,220,Newcastle Eagles,London,"2006 NBA Draft, Undrafted",DominicaEngland
2023,Sam Dekker,SF,6-9,230,London Lions,Sheboygan (WI),2015 Rnd 1 Pick 18,United States
2023,Malcolm Delpeche,C,6-8,215,Bristol Flyers,Wilmington (DE),"2017 NBA Draft, Undrafted",United States
2023,Marcus Delpeche,F,6-7,215,Sheffield Sharks,Wilmington (DE),"2017 NBA Draft, Undrafted",United States
2023,Charleston Dobbs,F,6-8,210,Surrey Scorchers,Dumas (AR),"2016 NBA Draft, Undrafted",United States
2023,A.J. Durham,SG,6-4,180,Caledonia Gladiators,Lilburn (GA),"2022 NBA Draft, Undrafted",United States
2023,Elvisi Dusha,G,6-2,184,Plymouth City Patriots,London,"2016 NBA Draft, Undrafted",EnglandAlbania
2023,Jayden Edwards,SF,6-2,-,Bristol Flyers,N/A,2025 NBA Draft Eligible,Wales
2023,Danny Evans,SG,6-4,200,Cheshire Phoenix,Leeds,"2020 NBA Draft, Undrafted",England
2023,Marcus Evans,PG,6-2,190,Cheshire Phoenix,Virginia Beach (VA),"2020 NBA Draft, Undrafted",United States
2023,Justin Everett,F,6-9,255,Newcastle Eagles,Glendale (CA),"2019 NBA Draft, Undrafted",United States
2023,Daniel Fawell-Molloy,F,6-4,180,Plymouth City Patriots,N/A,"2023 NBA Draft, Undrafted",England
2023,Rahmon Fletcher,PG,5-10,165,Manchester Giants,Kansas City (MO),"2011 NBA Draft, Undrafted",United States
2023,Tyrn Flowers,PF,6-9,200,Sheffield Sharks,Waterbury (CT),"2022 NBA Draft, Undrafted",United States
2023,Ali Fraser,F,6-7,235,Caledonia Gladiators,Falkirk,"2014 NBA Draft, Undrafted",Scotland
2023,Hasahn French,SF,6-7,240,Newcastle Eagles,Middletown (NY),"2021 NBA Draft, Undrafted",United States
2023,Ty Gadsden,G,6-1,165,Plymouth City Patriots,Charlotte (NC),"2021 NBA Draft, Undrafted",United States
2023,Rodney Glasgow,PG,5-10,170,Sheffield Sharks,Olney (MD),"2014 NBA Draft, Undrafted",United States
2023,Justin Gordon,F,6-6,205,Newcastle Eagles,Charlotte (NC),"2016 NBA Draft, Undrafted",United States
2023,Robbie Graham,G,5-11,187,Cheshire Phoenix,N/A,2024 NBA Draft Eligible,Ireland
2023,Rowell Graham,SF,6-6,214,Newcastle Eagles,London,"2016 NBA Draft, Undrafted",England
2023,Tajh Green,F,6-8,215,Manchester Giants,Columbia (SC),"2022 NBA Draft, Undrafted",United States
2023,Javion Hamlet,G,6-4,191,Newcastle Eagles,Memphis (TN),"2021 NBA Draft, Undrafted",United States
2023,Rashad Hassan,F,6-7,215,Plymouth City Patriots,Riverdale (GA),"2013 NBA Draft, Undrafted",United States
2023,James Hawthorne,F,6-7,210,Plymouth City Patriots,Prentiss (MS),"2019 NBA Draft, Undrafted",United States
2023,Jack Hencher,G,6-2,-,Caledonia Gladiators,N/A,2025 NBA Draft Eligible,Scotland
2023,Vojtech Hruban,GF,6-6,187,London Lions,Prague,"2011 NBA Draft, Undrafted",Czech Republic
2023,Jack Hudson,PG,6-2,194,Cheshire Phoenix,Liverpool,"2015 NBA Draft, Undrafted",England
2023,Otas Iyekekpolor,F,6-8,220,Plymouth City Patriots,Edmonton,"2019 NBA Draft, Undrafted",Canada
2023,Boban Jacdonmi,C,6-9,250,Surrey Scorchers,London,"2020 NBA Draft, Undrafted",England
2023,Maceo Jack,G,6-5,190,Cheshire Phoenix,Buffalo (NY),"2022 NBA Draft, Undrafted",United States
2023,C.J. Jackson,PG,6-1,175,Leicester Riders,Charlotte (NC),"2019 NBA Draft, Undrafted",United States
2023,Zach Jackson,G,6-5,185,Leicester Riders,Wichita (KS),"2019 NBA Draft, Undrafted",United States
2023,Josh Jefferson,G,6-2,190,Surrey Scorchers,New Albany (IN),"2022 NBA Draft, Undrafted",United States
2023,Kyle Jimenez,SF,6-2,200,Caledonia Gladiators,Edinburgh,"2020 NBA Draft, Undrafted",Scotland
2023,Corey Johnson,SG,6-5,200,Manchester Giants,Ottawa,"2019 NBA Draft, Undrafted",Canada
2023,Donovan Johnson,C,6-5,207,Newcastle Eagles,Shelbyville (KY),"2014 NBA Draft, Undrafted",United States
